referrer,views_total,views_unique
github.com,231,51
Google,217,43
Bing,130,9
statics.teams.cdn.office.net,12,7
linkedin.com,11,4
search.brave.com,9,3
chatgpt.com,6,2
com.linkedin.android,5,3
DuckDuckGo,4,2
teams.public.onecdn.static.microsoft,3,2
