referrer,views_total,views_unique
Google,322,47
github.com,245,54
Bing,50,12
statics.teams.cdn.office.net,34,8
linkedin.com,30,10
com.linkedin.android,28,13
riscv.github.io,24,4
riscv.atlassian.net,10,2
DuckDuckGo,8,2
search.brave.com,7,3
