url_path,views_total,views_unique
/riscv/riscv-unified-db,187,133
/riscv/riscv-unified-db/issues,47,29
/riscv/riscv-unified-db/pulls,34,17
/riscv/riscv-unified-db/tree/main/spec,31,22
/riscv/riscv-unified-db/tree/main/spec/std/isa,24,17
/riscv/riscv-unified-db/tree/main/spec/std,22,15
/riscv/riscv-unified-db/tree/main/spec/std/isa/inst,21,13
/riscv/riscv-unified-db/tree/main/backends/cpp_hart_gen,20,5
/riscv/riscv-unified-db/pull/1833,17,2
/riscv/riscv-unified-db/blob/main/spec/std/isa/ext/Zve32x.yaml,15,3
