referrer,views_total,views_unique
github.com,606,90
Google,446,45
statics.teams.cdn.office.net,22,10
riscv.org,19,7
search.brave.com,10,1
DuckDuckGo,8,5
goodfirstissues.com,7,3
Bing,5,4
usc-excel.officeapps.live.com,4,1
com.linkedin.android,3,1
