referrer,views_total,views_unique
github.com,366,70
Google,145,51
teams.public.onecdn.static.microsoft,37,3
linkedin.com,19,8
Bing,14,7
riscv.org,9,2
com.linkedin.android,8,7
riscv.github.io,7,2
DuckDuckGo,6,2
search.brave.com,3,2
