referrer,views_total,views_unique
github.com,695,85
Google,605,72
riscv.org,63,23
statics.teams.cdn.office.net,33,9
DuckDuckGo,20,11
usc-word-edit.officeapps.live.com,18,1
Bing,10,8
search.brave.com,10,1
riscv-non-isa.github.io,5,2
chatgpt.com,3,1
