referrer,views_total,views_unique
github.com,564,95
Google,480,47
statics.teams.cdn.office.net,20,9
riscv.org,15,7
search.brave.com,9,3
goodfirstissues.com,7,3
riscv-non-isa.github.io,4,3
usc-excel.officeapps.live.com,4,1
DuckDuckGo,3,3
deliveroo.engineering,3,2
