referrer,views_total,views_unique
github.com,419,68
Google,280,37
statics.teams.cdn.office.net,41,12
chatgpt.com,18,3
Bing,5,4
yandex.ru,5,3
linkedin.com,5,2
search.brave.com,4,2
seiya.me,3,1
riscv.github.io,2,2
