referrer,views_total,views_unique
Google,945,50
github.com,342,66
Bing,64,10
statics.teams.cdn.office.net,17,5
linkedin.com,14,5
DuckDuckGo,12,3
riscv.atlassian.net,10,2
riscv.github.io,8,2
yandex.ru,7,4
search.brave.com,7,3
