referrer,views_total,views_unique
github.com,521,72
Google,315,40
search.brave.com,11,3
kagi.com,6,2
riscv.github.io,5,2
Bing,3,2
linkedin.com,3,1
jira-dc4.qualcomm.com,2,2
statics.teams.cdn.office.net,2,2
DuckDuckGo,2,1
