referrer,views_total,views_unique
github.com,1174,134
Google,278,61
riscv.org,87,35
Bing,25,11
teams.public.onecdn.static.microsoft,17,8
chatgpt.com,15,5
claude.ai,14,2
search.brave.com,12,3
perplexity.ai,8,2
linkedin.com,4,2
