referrer,views_total,views_unique
github.com,642,70
Google,407,71
riscv.org,84,27
Bing,37,13
statics.teams.cdn.office.net,35,9
usc-word-edit.officeapps.live.com,18,1
DuckDuckGo,15,9
riscv-software-src.github.io,14,4
search.brave.com,8,1
chatgpt.com,6,2
