referrer,views_total,views_unique
github.com,357,66
Google,133,25
statics.teams.cdn.office.net,69,14
chatgpt.com,11,2
riscv.github.io,10,6
Bing,6,4
yandex.ru,5,3
search.brave.com,5,2
seiya.me,3,1
linkedin.com,2,2
