referrer,views_total,views_unique
Google,349,50
github.com,340,49
riscv.org,126,63
DuckDuckGo,30,4
lists.riscv.org,20,3
Bing,15,5
afoliveira-riscv-isa-chatbot.hf.space,14,8
com.slack,14,6
riscv-software-src.github.io,9,5
statics.teams.cdn.office.net,8,5
