referrer,views_total,views_unique
github.com,449,70
Google,290,44
statics.teams.cdn.office.net,39,10
chatgpt.com,18,3
yandex.ru,6,4
Bing,5,4
linkedin.com,5,2
usc-onenote.officeapps.live.com,3,3
search.brave.com,3,2
seiya.me,3,1
