referrer,views_total,views_unique
github.com,374,76
Google,257,42
riscv.github.io,25,4
com.linkedin.android,22,8
linkedin.com,16,8
search.brave.com,9,3
statics.teams.cdn.office.net,7,5
Bing,2,2
jira-dc4.qualcomm.com,2,2
DuckDuckGo,2,1
