referrer,views_total,views_unique
github.com,342,63
Google,179,24
statics.teams.cdn.office.net,70,15
chatgpt.com,18,3
riscv.github.io,7,5
Bing,6,4
yandex.ru,5,3
search.brave.com,5,2
seiya.me,3,1
linkedin.com,2,2
