referrer,views_total,views_unique
github.com,673,65
Google,491,71
riscv.org,71,29
Bing,34,10
DuckDuckGo,24,5
statics.teams.cdn.office.net,21,6
riscv-software-src.github.io,14,4
yandex.ru,8,1
chatgpt.com,6,2
afoliveira-riscv-isa-chatbot.hf.space,4,2
