referrer,views_total,views_unique
github.com,302,57
Google,280,46
Bing,52,14
statics.teams.cdn.office.net,32,7
com.linkedin.android,26,11
linkedin.com,26,7
riscv.github.io,24,5
riscv.atlassian.net,10,2
search.brave.com,9,3
DuckDuckGo,8,2
