referrer,views_total,views_unique
github.com,659,61
Google,431,52
riscv.org,68,27
Bing,33,10
DuckDuckGo,29,4
statics.teams.cdn.office.net,19,6
riscv-software-src.github.io,15,4
yandex.ru,8,1
afoliveira-riscv-isa-chatbot.hf.space,5,3
com.slack,3,3
