referrer,views_total,views_unique
github.com,241,45
Google,219,43
Bing,126,8
linkedin.com,9,3
search.brave.com,8,3
statics.teams.cdn.office.net,8,3
riscv.github.io,7,2
DuckDuckGo,4,2
chatgpt.com,4,1
teams.public.onecdn.static.microsoft,3,3
