referrer,views_total,views_unique
Google,313,44
github.com,281,56
statics.teams.cdn.office.net,33,7
com.linkedin.android,28,13
linkedin.com,25,10
riscv.github.io,24,4
Bing,19,9
DuckDuckGo,8,2
riscv.atlassian.net,8,1
search.brave.com,7,3
