referrer,views_total,views_unique
github.com,721,91
Google,336,45
statics.teams.cdn.office.net,36,9
search.brave.com,23,4
Bing,5,3
app.codecov.io,5,1
riscv.github.io,4,2
kagi.com,4,1
riscv-non-isa.github.io,3,2
riscv.org,2,2
