referrer,views_total,views_unique
github.com,749,85
Google,327,47
statics.teams.cdn.office.net,23,4
search.brave.com,17,2
Bing,5,3
app.codecov.io,5,1
kagi.com,5,1
DuckDuckGo,3,2
riscv.github.io,3,1
jira-dc4.qualcomm.com,2,2
