referrer,views_total,views_unique
github.com,360,64
Google,116,25
statics.teams.cdn.office.net,68,14
riscv.github.io,10,6
chatgpt.com,10,1
search.brave.com,6,3
yandex.ru,5,3
Bing,3,2
seiya.me,3,1
claude.ai,1,1
