url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,458,221
/riscv-software-src/riscv-unified-db/pulls,272,38
/riscv-software-src/riscv-unified-db/issues,129,51
/riscv-software-src/riscv-unified-db/commits/main,49,16
/riscv-software-src/riscv-unified-db/pull/891,34,12
/riscv-software-src/riscv-unified-db/tree/main/spec,32,25
/riscv-software-src/riscv-unified-db/blob/main/doc/idl.adoc,30,12
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,27,19
/riscv-software-src/riscv-unified-db/pull/1291,24,9
/riscv-software-src/riscv-unified-db/pull/1301,24,2
