referrer,views_total,views_unique
github.com,271,57
Google,135,49
Bing,60,9
teams.public.onecdn.static.microsoft,31,3
riscv.org,9,2
riscv.github.io,7,2
DuckDuckGo,6,2
doubao.com,2,2
search.brave.com,2,1
c.yadro.com,1,1
