referrer,views_total,views_unique
github.com,346,58
Google,114,30
statics.teams.cdn.office.net,85,16
riscv.github.io,10,6
search.brave.com,6,3
yandex.ru,5,3
Bing,3,2
seiya.me,3,1
claude.ai,1,1
ecosia.org,1,1
