referrer,views_total,views_unique
github.com,665,87
Google,326,44
statics.teams.cdn.office.net,34,9
search.brave.com,18,4
app.codecov.io,5,1
riscv-non-isa.github.io,4,3
Bing,3,2
deliveroo.engineering,3,2
riscv.github.io,2,2
riscv.org,2,2
