referrer,views_total,views_unique
github.com,550,75
Google,352,42
search.brave.com,12,2
statics.teams.cdn.office.net,6,3
riscv.github.io,5,2
kagi.com,5,1
Bing,3,2
DuckDuckGo,3,2
jira-dc4.qualcomm.com,2,2
com.linkedin.android,2,1
