referrer,views_total,views_unique
github.com,248,51
Google,181,38
statics.teams.cdn.office.net,79,16
yandex.ru,29,1
overleaf.com,15,3
DuckDuckGo,9,2
riscv.github.io,8,4
Bing,5,2
search.brave.com,4,2
perplexity.ai,2,2
