referrer,views_total,views_unique
Google,953,46
github.com,452,68
Bing,63,10
statics.teams.cdn.office.net,42,13
riscv.github.io,11,3
linkedin.com,9,4
usc-onenote.officeapps.live.com,9,1
DuckDuckGo,6,3
search.brave.com,5,2
codeberg.org,5,1
