referrer,views_total,views_unique
Google,219,41
github.com,194,46
Bing,86,9
statics.teams.cdn.office.net,12,7
search.brave.com,12,3
linkedin.com,11,4
chatgpt.com,8,3
com.linkedin.android,5,3
jira-dc3.qualcomm.com,4,4
DuckDuckGo,4,2
