referrer,views_total,views_unique
github.com,235,48
Google,187,56
Bing,130,9
search.brave.com,6,3
statics.teams.cdn.office.net,6,2
riscv.github.io,6,1
jira-dc3.qualcomm.com,2,2
linkedin.com,2,2
teams.public.onecdn.static.microsoft,2,2
riscv.org,2,1
