referrer,views_total,views_unique
github.com,233,45
Google,232,53
Bing,127,8
search.brave.com,7,3
riscv.github.io,7,2
statics.teams.cdn.office.net,7,2
chatgpt.com,4,1
teams.public.onecdn.static.microsoft,3,3
jira-dc3.qualcomm.com,2,2
linkedin.com,2,2
