referrer,views_total,views_unique
github.com,152,51
Google,100,40
statics.teams.cdn.office.net,96,14
search.brave.com,13,4
com.slack,10,1
chatgpt.com,8,1
Bing,6,3
riscv.org,4,2
aliyuque.antfin.com,3,3
qwant.com,3,2
