referrer,views_total,views_unique
github.com,258,54
Google,173,56
Bing,58,7
riscv.org,10,2
riscv.github.io,7,2
teams.public.onecdn.static.microsoft,6,2
linkedin.com,2,2
search.brave.com,2,1
DuckDuckGo,1,1
c.yadro.com,1,1
