referrer,views_total,views_unique
Google,447,52
github.com,398,55
riscv.org,132,68
DuckDuckGo,28,3
lists.riscv.org,19,2
Bing,18,6
com.slack,14,6
afoliveira-riscv-isa-chatbot.hf.space,10,7
riscv-software-src.github.io,8,4
yandex.ru,8,1
