url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,187,90
/riscv-software-src/riscv-unified-db/issues,63,19
/riscv-software-src/riscv-unified-db/pulls,63,15
/riscv-software-src/riscv-unified-db/tree/AFOliveira/mcp,60,44
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,38,12
/riscv-software-src/riscv-unified-db/tree/main/spec,34,19
/riscv-software-src/riscv-unified-db/commits/main,31,23
/riscv-software-src/riscv-unified-db/pull/891,30,5
/riscv-software-src/riscv-unified-db/pull/1281,22,4
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa/inst,21,10
