url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,250,107
/riscv-software-src/riscv-unified-db/pulls,87,21
/riscv-software-src/riscv-unified-db/issues,84,20
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,48,16
/riscv-software-src/riscv-unified-db/tree/AFOliveira/mcp,45,32
/riscv-software-src/riscv-unified-db/tree/main/spec,36,20
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa/inst,31,10
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa/ext,23,8
/riscv-software-src/riscv-unified-db/issues/1288,23,5
/riscv-software-src/riscv-unified-db/issues/1177,19,6
