url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,410,193
/riscv-software-src/riscv-unified-db/pulls,266,33
/riscv-software-src/riscv-unified-db/issues,103,36
/riscv-software-src/riscv-unified-db/commits/main,47,14
/riscv-software-src/riscv-unified-db/pull/891,34,12
/riscv-software-src/riscv-unified-db/tree/main/spec,32,26
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,28,19
/riscv-software-src/riscv-unified-db/blob/main/doc/idl.adoc,27,12
/riscv-software-src/riscv-unified-db/pull/1291,24,9
/riscv-software-src/riscv-unified-db/pull/1301,24,2
