referrer,views_total,views_unique
github.com,628,93
Google,423,46
statics.teams.cdn.office.net,23,9
riscv.org,19,7
goodfirstissues.com,7,3
DuckDuckGo,6,4
search.brave.com,4,2
usc-excel.officeapps.live.com,4,1
com.linkedin.android,3,2
riscv.atlassian.net,3,1
