referrer,views_total,views_unique
Google,337,50
github.com,311,45
riscv.org,120,59
statics.teams.cdn.office.net,23,6
afoliveira-riscv-isa-chatbot.hf.space,20,14
lists.riscv.org,20,3
DuckDuckGo,16,3
Bing,15,5
com.slack,13,5
riscv-software-src.github.io,9,5
