url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,293,117
/riscv-software-src/riscv-unified-db/pulls,174,23
/riscv-software-src/riscv-unified-db/issues,90,20
/riscv-software-src/riscv-unified-db/commits/main,49,16
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,41,17
/riscv-software-src/riscv-unified-db/tree/main/spec,35,22
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa/inst,29,10
/riscv-software-src/riscv-unified-db/tree/AFOliveira/mcp,24,15
/riscv-software-src/riscv-unified-db/pull/1291,22,9
/riscv-software-src/riscv-unified-db/issues/1177,21,7
