referrer,views_total,views_unique
github.com,264,54
Google,174,36
statics.teams.cdn.office.net,75,17
yandex.ru,29,1
overleaf.com,15,3
riscv.github.io,9,5
DuckDuckGo,9,2
search.brave.com,5,3
Bing,5,2
perplexity.ai,2,2
