referrer,views_total,views_unique
github.com,263,48
Google,122,53
Bing,60,9
riscv.org,10,2
riscv.github.io,7,2
DuckDuckGo,6,2
teams.public.onecdn.static.microsoft,6,2
search.brave.com,2,1
c.yadro.com,1,1
code.alibaba-inc.com,1,1
