referrer,views_total,views_unique
Google,913,44
github.com,437,67
Bing,56,8
statics.teams.cdn.office.net,37,11
linkedin.com,11,4
riscv.github.io,11,3
usc-onenote.officeapps.live.com,9,1
yandex.ru,7,4
search.brave.com,6,3
DuckDuckGo,5,2
