url_path,views_total,views_unique
/riscv/riscv-unified-db,197,141
/riscv/riscv-unified-db/pulls,51,21
/riscv/riscv-unified-db/issues,43,19
/riscv/riscv-unified-db/tree/main/spec,33,24
/riscv/riscv-unified-db/tree/main/spec/std/isa,32,19
/riscv/riscv-unified-db/tree/main/spec/std,26,18
/riscv/riscv-unified-db/tree/main/backends/cpp_hart_gen,24,7
/riscv/riscv-unified-db/tree/main/spec/std/isa/inst,16,15
/riscv/riscv-unified-db/blob/main/spec/std/isa/ext/Zve32x.yaml,15,3
/riscv/riscv-unified-db/pull/1833,15,1
