referrer,views_total,views_unique
github.com,351,53
Google,336,51
riscv.org,131,67
DuckDuckGo,28,3
lists.riscv.org,19,2
Bing,16,5
afoliveira-riscv-isa-chatbot.hf.space,15,8
com.slack,14,6
riscv-software-src.github.io,9,5
statics.teams.cdn.office.net,4,4
