url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,956,368
/riscv-software-src/riscv-unified-db/pulls,834,91
/riscv-software-src/riscv-unified-db/issues,412,135
/riscv-software-src/riscv-unified-db/branches/all,185,2
/riscv-software-src/riscv-unified-db/actions,150,4
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,108,36
/riscv-software-src/riscv-unified-db/tree/main/spec,99,36
/riscv/riscv-unified-db/pulls,68,4
/riscv-software-src/riscv-unified-db/commits/main,60,17
/riscv-software-src/riscv-unified-db/pull/1368,58,6
