url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,967,413
/riscv-software-src/riscv-unified-db/pulls,578,68
/riscv-software-src/riscv-unified-db/issues,377,139
/riscv-software-src/riscv-unified-db/actions,220,4
/riscv-software-src/riscv-unified-db/branches/all,152,2
/riscv-software-src/riscv-unified-db/tree/main/spec,101,38
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,98,34
/riscv-software-src/riscv-unified-db/pull/1328,57,22
/riscv-software-src/riscv-unified-db/pull/1339,50,7
/riscv-software-src/riscv-unified-db/commits/main,48,18
