referrer,views_total,views_unique
github.com,478,69
Google,423,53
statics.teams.cdn.office.net,45,20
chatgpt.com,18,3
usc-onenote.officeapps.live.com,12,4
Bing,11,5
linkedin.com,6,3
codeberg.org,5,1
riscv.github.io,4,1
yandex.ru,3,2
