referrer,views_total,views_unique
github.com,406,53
Google,388,52
riscv.org,107,56
DuckDuckGo,28,3
Bing,22,7
lists.riscv.org,19,2
com.slack,14,6
afoliveira-riscv-isa-chatbot.hf.space,11,7
riscv-software-src.github.io,9,5
yandex.ru,8,1
