referrer,views_total,views_unique
Google,922,56
github.com,524,69
statics.teams.cdn.office.net,51,19
Bing,30,6
usc-onenote.officeapps.live.com,10,2
riscv.github.io,9,2
DuckDuckGo,5,3
linkedin.com,5,2
codeberg.org,5,1
yandex.ru,3,2
