referrer,views_total,views_unique
github.com,510,68
Google,497,52
statics.teams.cdn.office.net,58,22
Bing,11,5
usc-onenote.officeapps.live.com,11,3
chatgpt.com,8,2
linkedin.com,6,3
DuckDuckGo,5,3
codeberg.org,5,1
riscv.github.io,4,1
