url_path,views_total,views_unique
/riscv-software-src/riscv-unified-db,191,91
/riscv-software-src/riscv-unified-db/pulls,72,16
/riscv-software-src/riscv-unified-db/issues,66,20
/riscv-software-src/riscv-unified-db/tree/AFOliveira/mcp,53,40
/riscv-software-src/riscv-unified-db/pull/891,51,5
/riscv-software-src/riscv-unified-db/tree/main/spec/std/isa,36,12
/riscv-software-src/riscv-unified-db/commits/main,33,24
/riscv-software-src/riscv-unified-db/tree/main/spec,33,18
/riscv-software-src/riscv-unified-db/pull/891/changes,24,3
/riscv-software-src/riscv-unified-db/pull/1275,23,2
