referrer,views_total,views_unique
github.com,681,74
Google,323,44
statics.teams.cdn.office.net,23,4
search.brave.com,12,2
riscv.github.io,5,2
app.codecov.io,5,1
kagi.com,5,1
Bing,3,2
DuckDuckGo,3,2
jira-dc4.qualcomm.com,2,2
