referrer,views_total,views_unique
github.com,176,50
Google,126,42
mi.feishu.cn,27,1
Bing,21,4
search.brave.com,14,3
statics.teams.cdn.office.net,12,4
lfx-dashboard.vercel.app,12,1
chatgpt.com,8,1
gitlab.charisma.internal,4,1
yandex.ru,3,1
