referrer,views_total,views_unique
github.com,325,69
Google,285,42
com.linkedin.android,30,14
riscv.github.io,25,4
linkedin.com,21,9
search.brave.com,9,3
statics.teams.cdn.office.net,7,5
kagi.com,4,2
Bing,3,3
lnkd.in,2,1
