referrer,views_total,views_unique
Google,426,46
github.com,308,57
Bing,51,12
statics.teams.cdn.office.net,29,4
linkedin.com,21,6
search.brave.com,10,3
riscv.atlassian.net,10,2
DuckDuckGo,9,3
riscv.github.io,9,3
yandex.ru,7,4
