referrer,views_total,views_unique
github.com,226,53
Google,201,41
statics.teams.cdn.office.net,78,16
yandex.ru,29,1
overleaf.com,15,3
Bing,12,5
DuckDuckGo,9,2
search.brave.com,4,2
riscv.github.io,3,1
perplexity.ai,2,2
