referrer,views_total,views_unique
Google,945,53
github.com,490,69
statics.teams.cdn.office.net,51,19
Bing,29,5
usc-onenote.officeapps.live.com,10,2
riscv.github.io,9,2
DuckDuckGo,6,3
linkedin.com,6,3
codeberg.org,5,1
yandex.ru,4,3
