referrer,views_total,views_unique
github.com,635,64
Google,434,60
riscv.org,72,31
Bing,32,9
DuckDuckGo,25,6
statics.teams.cdn.office.net,19,6
riscv-software-src.github.io,14,4
yandex.ru,8,1
chatgpt.com,6,2
afoliveira-riscv-isa-chatbot.hf.space,4,2
