referrer,views_total,views_unique
Google,322,43
github.com,161,39
riscv.org,91,44
statics.teams.cdn.office.net,28,6
linkedin.com,23,4
lists.riscv.org,20,3
afoliveira-riscv-isa-chatbot.hf.space,18,12
Bing,15,5
com.linkedin.android,8,6
DuckDuckGo,7,4
